,run_order,ms_file_label,plate_row,plate_col,column,sample_type,concentration,Biological sample_run_nbr
663,663,2021_12_24RG_Col04_Conditioning614,:,:,Col04,Biological sample,,614
664,664,2021_12_24RG_Col03_Conditioning615,:,:,Col03,Biological sample,,615
665,665,2021_12_24RG_Col04_Conditioning616,:,:,Col04,Biological sample,,616
666,666,2021_12_24RG_Col03_Conditioning617,:,:,Col03,Biological sample,,617
667,667,2021_12_24RG_Col04_Conditioning618,:,:,Col04,Biological sample,,618
668,668,2021_12_24RG_Col03_Conditioning619,:,:,Col03,Biological sample,,619
669,669,2021_12_24RG_Col04_Conditioning620,:,:,Col04,Biological sample,,620
670,670,2021_12_24RG_Col03_Conditioning621,:,:,Col03,Biological sample,,621
671,671,2021_12_24RG_Col04_Conditioning622,:,:,Col04,Biological sample,,622
672,672,2021_12_24RG_Col03_Conditioning623,:,:,Col03,Biological sample,,623
673,673,2021_12_24RG_Col04_Conditioning624,:,:,Col04,Biological sample,,624
674,674,2021_12_24RG_Col03_Conditioning625,:,:,Col03,Biological sample,,625
675,675,2021_12_24RG_Col04_Conditioning626,:,:,Col04,Biological sample,,626
676,676,2021_12_24RG_Col03_Conditioning627,:,:,Col03,Biological sample,,627
677,677,2021_12_24RG_Col04_Conditioning628,:,:,Col04,Biological sample,,628
678,678,2021_12_24RG_Col03_Conditioning629,:,:,Col03,Biological sample,,629
679,679,2021_12_24RG_Col04_Conditioning630,:,:,Col04,Biological sample,,630
680,680,2021_12_24RG_Col03_Conditioning631,:,:,Col03,Biological sample,,631
681,681,2021_12_24RG_Col04_Conditioning632,:,:,Col04,Biological sample,,632
682,682,2021_12_24RG_Col03_Conditioning633,:,:,Col03,Biological sample,,633
683,683,2021_12_24RG_Col04_Conditioning634,:,:,Col04,Biological sample,,634
684,684,2021_12_24RG_Col03_Conditioning635,:,:,Col03,Biological sample,,635
685,685,2021_12_24RG_Col04_Conditioning636,:,:,Col04,Biological sample,,636
686,686,2021_12_24RG_Col03_Conditioning637,:,:,Col03,Biological sample,,637
687,687,2021_12_24RG_Col04_Conditioning638,:,:,Col04,Biological sample,,638
688,688,2021_12_24RG_Col03_Conditioning639,:,:,Col03,Biological sample,,639
689,689,2021_12_24RG_Col04_Conditioning640,:,:,Col04,Biological sample,,640
690,690,2021_12_24RG_Col03_Conditioning641,:,:,Col03,Biological sample,,641
691,691,2021_12_24RG_Col04_Conditioning642,:,:,Col04,Biological sample,,642
692,692,2021_12_24RG_Col03_Conditioning643,:,:,Col03,Biological sample,,643
693,693,2021_12_24RG_Col04_Conditioning644,:,:,Col04,Biological sample,,644
694,694,2021_12_24RG_Col03_Conditioning645,:,:,Col03,Biological sample,,645
695,695,2021_12_24RG_Col04_Conditioning646,:,:,Col04,Biological sample,,646
696,696,2021_12_24RG_Col03_Conditioning647,:,:,Col03,Biological sample,,647
697,697,2021_12_24RG_Col04_Conditioning648,:,:,Col04,Biological sample,,648
698,698,2021_12_24RG_Col03_Conditioning649,:,:,Col03,Biological sample,,649
699,699,2021_12_24RG_Col04_Conditioning650,:,:,Col04,Biological sample,,650
700,700,2021_12_24RG_Col03_Conditioning651,:,:,Col03,Biological sample,,651
701,701,2021_12_24RG_Col04_Conditioning652,:,:,Col04,Biological sample,,652
702,702,2021_12_24RG_Col03_Conditioning653,:,:,Col03,Biological sample,,653
703,703,2021_12_24RG_Col04_Conditioning654,:,:,Col04,Biological sample,,654
704,704,2021_12_24RG_Col03_Conditioning655,:,:,Col03,Biological sample,,655
705,705,2021_12_24RG_Col04_Conditioning656,:,:,Col04,Biological sample,,656
706,706,2021_12_24RG_Col03_Conditioning657,:,:,Col03,Biological sample,,657
707,707,2021_12_24RG_Col04_Conditioning658,:,:,Col04,Biological sample,,658
708,708,2021_12_24RG_Col03_Conditioning659,:,:,Col03,Biological sample,,659
709,709,2021_12_24RG_Col04_Conditioning660,:,:,Col04,Biological sample,,660
710,710,2021_12_24RG_Col03_Conditioning661,:,:,Col03,Biological sample,,661
711,711,2021_12_24RG_Col04_Conditioning662,:,:,Col04,Biological sample,,662
712,712,2021_12_24RG_Col03_Conditioning663,:,:,Col03,Biological sample,,663
713,713,2021_12_24RG_Col04_Conditioning664,:,:,Col04,Biological sample,,664
714,714,2021_12_24RG_Col03_Conditioning665,:,:,Col03,Biological sample,,665
715,715,2021_12_24RG_Col04_Conditioning666,:,:,Col04,Biological sample,,666
716,716,2021_12_24RG_Col03_Conditioning667,:,:,Col03,Biological sample,,667
717,717,2021_12_24RG_Col04_Conditioning668,:,:,Col04,Biological sample,,668
718,718,2021_12_24RG_Col03_Conditioning669,:,:,Col03,Biological sample,,669
719,719,2021_12_24RG_Col04_Conditioning670,:,:,Col04,Biological sample,,670
720,720,2021_12_24RG_Col03_Conditioning671,:,:,Col03,Biological sample,,671
721,721,2021_12_24RG_Col04_Conditioning672,:,:,Col04,Biological sample,,672
722,722,2021_12_24RG_Col03_Conditioning673,:,:,Col03,Biological sample,,673
723,723,2021_12_24RG_Col04_Conditioning674,:,:,Col04,Biological sample,,674
724,724,2021_12_24RG_Col03_Conditioning675,:,:,Col03,Biological sample,,675
725,725,2021_12_24RG_Col04_Conditioning676,:,:,Col04,Biological sample,,676
726,726,2021_12_24RG_Col03_Conditioning677,:,:,Col03,Biological sample,,677
727,727,2021_12_24RG_Col04_Conditioning678,:,:,Col04,Biological sample,,678
728,728,2021_12_24RG_Col03_Conditioning679,:,:,Col03,Biological sample,,679
729,729,2021_12_24RG_Col04_Conditioning680,:,:,Col04,Biological sample,,680
730,730,2021_12_24RG_Col03_Conditioning681,:,:,Col03,Biological sample,,681
731,731,2021_12_24RG_Col04_Conditioning682,:,:,Col04,Biological sample,,682
732,732,2021_12_24RG_Col03_Conditioning683,:,:,Col03,Biological sample,,683
733,733,2021_12_24RG_Col04_Conditioning684,:,:,Col04,Biological sample,,684
734,734,2021_12_24RG_Col03_Conditioning685,:,:,Col03,Biological sample,,685
735,735,2021_12_24RG_Col04_Conditioning686,:,:,Col04,Biological sample,,686
736,736,2021_12_24RG_Col03_Conditioning687,:,:,Col03,Biological sample,,687
737,737,2021_12_24RG_Col04_Conditioning688,:,:,Col04,Biological sample,,688
738,738,2021_12_24RG_Col03_Conditioning689,:,:,Col03,Biological sample,,689
739,739,2021_12_24RG_Col04_Conditioning690,:,:,Col04,Biological sample,,690
740,740,2021_12_24RG_Col03_Conditioning691,:,:,Col03,Biological sample,,691
741,741,2021_12_24RG_Col04_Conditioning692,:,:,Col04,Biological sample,,692
742,742,2021_12_24RG_Col03_Conditioning693,:,:,Col03,Biological sample,,693
743,743,2021_12_24RG_Col04_Conditioning694,:,:,Col04,Biological sample,,694
744,744,2021_12_24RG_Col03_Conditioning695,:,:,Col03,Biological sample,,695
745,745,2021_12_24RG_Col04_Conditioning696,:,:,Col04,Biological sample,,696
746,746,2021_12_24RG_Col03_Conditioning697,:,:,Col03,Biological sample,,697
747,747,2021_12_24RG_Col04_Conditioning698,:,:,Col04,Biological sample,,698
748,748,2021_12_24RG_Col03_Conditioning699,:,:,Col03,Biological sample,,699
749,749,2021_12_24RG_Col04_Conditioning700,:,:,Col04,Biological sample,,700
750,750,2021_12_24RG_Col03_Conditioning701,:,:,Col03,Biological sample,,701
751,751,2021_12_24RG_Col04_Conditioning702,:,:,Col04,Biological sample,,702
752,752,2021_12_24RG_Col03_Conditioning703,:,:,Col03,Biological sample,,703
753,753,2021_12_24RG_Col04_Conditioning704,:,:,Col04,Biological sample,,704
754,754,2021_12_24RG_Col03_Conditioning705,:,:,Col03,Biological sample,,705
755,755,2021_12_24RG_Col04_Conditioning706,:,:,Col04,Biological sample,,706
756,756,2021_12_24RG_Col03_Conditioning707,:,:,Col03,Biological sample,,707
757,757,2021_12_24RG_Col04_Conditioning708,:,:,Col04,Biological sample,,708
758,758,2021_12_24RG_Col03_Conditioning709,:,:,Col03,Biological sample,,709
759,759,2021_12_24RG_Col04_Conditioning710,:,:,Col04,Biological sample,,710
760,760,2021_12_24RG_Col03_Conditioning711,:,:,Col03,Biological sample,,711
761,761,2021_12_24RG_Col04_Conditioning712,:,:,Col04,Biological sample,,712
762,762,2021_12_24RG_Col03_Conditioning713,:,:,Col03,Biological sample,,713
763,763,2021_12_24RG_Col04_Conditioning714,:,:,Col04,Biological sample,,714
764,764,2021_12_24RG_Col03_Conditioning715,:,:,Col03,Biological sample,,715
765,765,2021_12_24RG_Col04_Conditioning716,:,:,Col04,Biological sample,,716
766,766,2021_12_24RG_Col03_Conditioning717,:,:,Col03,Biological sample,,717
767,767,2021_12_24RG_Col04_Conditioning718,:,:,Col04,Biological sample,,718
768,768,2021_12_24RG_Col03_Conditioning719,:,:,Col03,Biological sample,,719
769,769,2021_12_24RG_Col04_Conditioning720,:,:,Col04,Biological sample,,720
770,770,2021_12_24RG_Col03_Conditioning721,:,:,Col03,Biological sample,,721
771,771,2021_12_24RG_Col04_Conditioning722,:,:,Col04,Biological sample,,722
772,772,2021_12_24RG_Col03_Conditioning723,:,:,Col03,Biological sample,,723
773,773,2021_12_24RG_Col04_Conditioning724,:,:,Col04,Biological sample,,724
774,774,2021_12_24RG_Col03_Conditioning725,:,:,Col03,Biological sample,,725
775,775,2021_12_24RG_Col04_Conditioning726,:,:,Col04,Biological sample,,726
776,776,2021_12_24RG_Col03_Conditioning727,:,:,Col03,Biological sample,,727
777,777,2021_12_24RG_Col04_Conditioning728,:,:,Col04,Biological sample,,728
778,778,2021_12_24RG_Col03_Conditioning729,:,:,Col03,Biological sample,,729
779,779,2021_12_24RG_Col04_Conditioning730,:,:,Col04,Biological sample,,730
780,780,2021_12_24RG_Col03_Conditioning731,:,:,Col03,Biological sample,,731
781,781,2021_12_24RG_Col04_Conditioning732,:,:,Col04,Biological sample,,732
782,782,2021_12_24RG_Col03_Conditioning733,:,:,Col03,Biological sample,,733
783,783,2021_12_24RG_Col04_Conditioning734,:,:,Col04,Biological sample,,734
784,784,2021_12_24RG_Col03_Conditioning735,:,:,Col03,Biological sample,,735
785,785,2021_12_24RG_Col04_Conditioning736,:,:,Col04,Biological sample,,736
786,786,2021_12_24RG_Col03_Conditioning737,:,:,Col03,Biological sample,,737
787,787,2021_12_24RG_Col04_Conditioning738,:,:,Col04,Biological sample,,738
788,788,2021_12_24RG_Col03_Conditioning739,:,:,Col03,Biological sample,,739
789,789,2021_12_24RG_Col04_Conditioning740,:,:,Col04,Biological sample,,740
790,790,2021_12_24RG_Col03_Conditioning741,:,:,Col03,Biological sample,,741
791,791,2021_12_24RG_Col04_Conditioning742,:,:,Col04,Biological sample,,742
792,792,2021_12_24RG_Col03_Conditioning743,:,:,Col03,Biological sample,,743
793,793,2021_12_24RG_Col04_Conditioning744,:,:,Col04,Biological sample,,744
794,794,2021_12_24RG_Col03_Conditioning745,:,:,Col03,Biological sample,,745
795,795,2021_12_24RG_Col04_Conditioning746,:,:,Col04,Biological sample,,746
796,796,2021_12_24RG_Col03_Conditioning747,:,:,Col03,Biological sample,,747
797,797,2021_12_24RG_Col04_Conditioning748,:,:,Col04,Biological sample,,748
798,798,2021_12_24RG_Col03_Conditioning749,:,:,Col03,Biological sample,,749
799,799,2021_12_24RG_Col04_Conditioning750,:,:,Col04,Biological sample,,750
800,800,2021_12_24RG_Col03_Conditioning751,:,:,Col03,Biological sample,,751
801,801,2021_12_24RG_Col04_Conditioning752,:,:,Col04,Biological sample,,752
802,802,2021_12_24RG_Col03_Conditioning753,:,:,Col03,Biological sample,,753
803,803,2021_12_24RG_Col04_Conditioning754,:,:,Col04,Biological sample,,754
804,804,2021_12_24RG_Col03_Conditioning755,:,:,Col03,Biological sample,,755
805,805,2021_12_24RG_Col04_Conditioning756,:,:,Col04,Biological sample,,756
806,806,2021_12_24RG_Col03_Conditioning757,:,:,Col03,Biological sample,,757
807,807,2021_12_24RG_Col04_Conditioning758,:,:,Col04,Biological sample,,758
808,808,2021_12_24RG_Col03_Conditioning759,:,:,Col03,Biological sample,,759
809,809,2021_12_24RG_Col04_Conditioning760,:,:,Col04,Biological sample,,760
810,810,2021_12_24RG_Col03_Conditioning761,:,:,Col03,Biological sample,,761
811,811,2021_12_24RG_Col04_Conditioning762,:,:,Col04,Biological sample,,762
812,812,2021_12_24RG_Col03_Conditioning763,:,:,Col03,Biological sample,,763
813,813,2021_12_24RG_Col04_Conditioning764,:,:,Col04,Biological sample,,764
814,814,2021_12_24RG_Col03_Conditioning765,:,:,Col03,Biological sample,,765
815,815,2021_12_24RG_Col04_Conditioning766,:,:,Col04,Biological sample,,766
816,816,2021_12_24RG_Col03_Conditioning767,:,:,Col03,Biological sample,,767
817,817,2021_12_24RG_Col04_Conditioning768,:,:,Col04,Biological sample,,768
818,818,2021_12_24RG_Col03_Conditioning769,:,:,Col03,Biological sample,,769
819,819,2021_12_24RG_Col04_Conditioning770,:,:,Col04,Biological sample,,770
820,820,2021_12_24RG_Col03_Conditioning771,:,:,Col03,Biological sample,,771
821,821,2021_12_24RG_Col04_Conditioning772,:,:,Col04,Biological sample,,772
822,822,2021_12_24RG_Col03_Conditioning773,:,:,Col03,Biological sample,,773
823,823,2021_12_24RG_Col04_Conditioning774,:,:,Col04,Biological sample,,774
824,824,2021_12_24RG_Col03_Conditioning775,:,:,Col03,Biological sample,,775
825,825,2021_12_24RG_Col04_Conditioning776,:,:,Col04,Biological sample,,776
826,826,2021_12_24RG_Col03_Conditioning777,:,:,Col03,Biological sample,,777
827,827,2021_12_24RG_Col04_Conditioning778,:,:,Col04,Biological sample,,778
828,828,2021_12_24RG_Col03_Conditioning779,:,:,Col03,Biological sample,,779
829,829,2021_12_24RG_Col04_Conditioning780,:,:,Col04,Biological sample,,780
830,830,2021_12_24RG_Col03_Conditioning781,:,:,Col03,Biological sample,,781
831,831,2021_12_24RG_Col04_Conditioning782,:,:,Col04,Biological sample,,782
832,832,2021_12_24RG_Col03_Conditioning783,:,:,Col03,Biological sample,,783
833,833,2021_12_24RG_Col04_Conditioning784,:,:,Col04,Biological sample,,784
834,834,2021_12_24RG_Col03_Conditioning785,:,:,Col03,Biological sample,,785
835,835,2021_12_24RG_Col04_Conditioning786,:,:,Col04,Biological sample,,786
836,836,2021_12_24RG_Col03_Conditioning787,:,:,Col03,Biological sample,,787
837,837,2021_12_24RG_Col04_Conditioning788,:,:,Col04,Biological sample,,788
838,838,2021_12_24RG_Col03_Conditioning789,:,:,Col03,Biological sample,,789
839,839,2021_12_24RG_Col04_Conditioning790,:,:,Col04,Biological sample,,790
840,840,2021_12_24RG_Col03_Conditioning791,:,:,Col03,Biological sample,,791
841,841,2021_12_24RG_Col04_Conditioning792,:,:,Col04,Biological sample,,792
842,842,2021_12_24RG_Col03_Conditioning793,:,:,Col03,Biological sample,,793
843,843,2021_12_24RG_Col04_Conditioning794,:,:,Col04,Biological sample,,794
844,844,2021_12_24RG_Col03_Conditioning795,:,:,Col03,Biological sample,,795
845,845,2021_12_24RG_Col04_Conditioning796,:,:,Col04,Biological sample,,796
846,846,2021_12_24RG_Col03_Conditioning797,:,:,Col03,Biological sample,,797
847,847,2021_12_24RG_Col04_Conditioning798,:,:,Col04,Biological sample,,798
848,848,2021_12_24RG_Col03_Conditioning799,:,:,Col03,Biological sample,,799
849,849,2021_12_24RG_Col04_Conditioning800,:,:,Col04,Biological sample,,800
850,850,2021_12_24RG_Col03_Rep5_Std1,A,1,Col03,Standard,C1,
851,851,2021_12_24RG_Col04_Rep5_Std1,A,1,Col04,Standard,C1,
852,852,2021_12_24RG_Col03_Rep5_Std2,A,2,Col03,Standard,C2,
853,853,2021_12_24RG_Col04_Rep5_Std2,A,2,Col04,Standard,C2,
854,854,2021_12_24RG_Col03_Rep5_Std3,A,3,Col03,Standard,C3,
855,855,2021_12_24RG_Col04_Rep5_Std3,A,3,Col04,Standard,C3,
856,856,2021_12_24RG_Col03_Rep5_Std4,A,4,Col03,Standard,C4,
857,857,2021_12_24RG_Col04_Rep5_Std4,A,4,Col04,Standard,C4,
858,858,2021_12_24RG_Col03_Rep5_Std5,A,5,Col03,Standard,C5,
859,859,2021_12_24RG_Col04_Rep5_Std5,A,5,Col04,Standard,C5,
860,860,2021_12_24RG_Col03_Rep5_Std6,A,6,Col03,Standard,C6,
861,861,2021_12_24RG_Col04_Rep5_Std6,A,6,Col04,Standard,C6,
862,862,2021_12_24RG_Col03_Conditioning801,:,:,Col03,Biological sample,,801
863,863,2021_12_24RG_Col04_Conditioning802,:,:,Col04,Biological sample,,802
864,864,2021_12_24RG_Col03_Conditioning803,:,:,Col03,Biological sample,,803
865,865,2021_12_24RG_Col04_Conditioning804,:,:,Col04,Biological sample,,804
866,866,2021_12_24RG_Col03_Conditioning805,:,:,Col03,Biological sample,,805
867,867,2021_12_24RG_Col04_Conditioning806,:,:,Col04,Biological sample,,806
868,868,2021_12_24RG_Col03_Conditioning807,:,:,Col03,Biological sample,,807
869,869,2021_12_24RG_Col04_Conditioning808,:,:,Col04,Biological sample,,808
870,870,2021_12_24RG_Col03_Conditioning809,:,:,Col03,Biological sample,,809
871,871,2021_12_24RG_Col04_Conditioning810,:,:,Col04,Biological sample,,810
872,872,2021_12_24RG_Col03_Conditioning811,:,:,Col03,Biological sample,,811
873,873,2021_12_24RG_Col04_Conditioning812,:,:,Col04,Biological sample,,812
874,874,2021_12_24RG_Col03_Conditioning813,:,:,Col03,Biological sample,,813
875,875,2021_12_24RG_Col04_Conditioning814,:,:,Col04,Biological sample,,814
876,876,2021_12_24RG_Col03_Conditioning815,:,:,Col03,Biological sample,,815
877,877,2021_12_24RG_Col04_Conditioning816,:,:,Col04,Biological sample,,816
878,878,2021_12_24RG_Col03_Conditioning817,:,:,Col03,Biological sample,,817
879,879,2021_12_24RG_Col04_Conditioning818,:,:,Col04,Biological sample,,818
880,880,2021_12_24RG_Col03_Conditioning819,:,:,Col03,Biological sample,,819
881,881,2021_12_24RG_Col04_Conditioning820,:,:,Col04,Biological sample,,820
882,882,2021_12_24RG_Col03_Conditioning821,:,:,Col03,Biological sample,,821
883,883,2021_12_24RG_Col04_Conditioning822,:,:,Col04,Biological sample,,822
884,884,2021_12_24RG_Col03_Conditioning823,:,:,Col03,Biological sample,,823
885,885,2021_12_24RG_Col04_Conditioning824,:,:,Col04,Biological sample,,824
886,886,2021_12_24RG_Col03_Conditioning825,:,:,Col03,Biological sample,,825
887,887,2021_12_24RG_Col04_Conditioning826,:,:,Col04,Biological sample,,826
888,888,2021_12_24RG_Col03_Conditioning827,:,:,Col03,Biological sample,,827
889,889,2021_12_24RG_Col04_Conditioning828,:,:,Col04,Biological sample,,828
890,890,2021_12_24RG_Col03_Conditioning829,:,:,Col03,Biological sample,,829
891,891,2021_12_24RG_Col04_Conditioning830,:,:,Col04,Biological sample,,830
892,892,2021_12_24RG_Col03_Conditioning831,:,:,Col03,Biological sample,,831
893,893,2021_12_24RG_Col04_Conditioning832,:,:,Col04,Biological sample,,832
894,894,2021_12_24RG_Col03_Conditioning833,:,:,Col03,Biological sample,,833
895,895,2021_12_24RG_Col04_Conditioning834,:,:,Col04,Biological sample,,834
896,896,2021_12_24RG_Col03_Conditioning835,:,:,Col03,Biological sample,,835
897,897,2021_12_24RG_Col04_Conditioning836,:,:,Col04,Biological sample,,836
898,898,2021_12_24RG_Col03_Conditioning837,:,:,Col03,Biological sample,,837
899,899,2021_12_24RG_Col04_Conditioning838,:,:,Col04,Biological sample,,838
900,900,2021_12_24RG_Col03_Conditioning839,:,:,Col03,Biological sample,,839
901,901,2021_12_24RG_Col04_Conditioning840,:,:,Col04,Biological sample,,840
902,902,2021_12_24RG_Col03_Conditioning841,:,:,Col03,Biological sample,,841
903,903,2021_12_24RG_Col04_Conditioning842,:,:,Col04,Biological sample,,842
904,904,2021_12_24RG_Col03_Conditioning843,:,:,Col03,Biological sample,,843
905,905,2021_12_24RG_Col04_Conditioning844,:,:,Col04,Biological sample,,844
906,906,2021_12_24RG_Col03_Conditioning845,:,:,Col03,Biological sample,,845
907,907,2021_12_24RG_Col04_Conditioning846,:,:,Col04,Biological sample,,846
908,908,2021_12_24RG_Col03_Conditioning847,:,:,Col03,Biological sample,,847
909,909,2021_12_24RG_Col04_Conditioning848,:,:,Col04,Biological sample,,848
910,910,2021_12_24RG_Col03_Conditioning849,:,:,Col03,Biological sample,,849
911,911,2021_12_24RG_Col04_Conditioning850,:,:,Col04,Biological sample,,850
912,912,2021_12_24RG_Col03_Conditioning851,:,:,Col03,Biological sample,,851
913,913,2021_12_24RG_Col04_Conditioning852,:,:,Col04,Biological sample,,852
914,914,2021_12_24RG_Col03_Conditioning853,:,:,Col03,Biological sample,,853
915,915,2021_12_24RG_Col04_Conditioning854,:,:,Col04,Biological sample,,854
916,916,2021_12_24RG_Col03_Conditioning855,:,:,Col03,Biological sample,,855
917,917,2021_12_24RG_Col04_Conditioning856,:,:,Col04,Biological sample,,856
918,918,2021_12_24RG_Col03_Conditioning857,:,:,Col03,Biological sample,,857
919,919,2021_12_24RG_Col04_Conditioning858,:,:,Col04,Biological sample,,858
920,920,2021_12_24RG_Col03_Conditioning859,:,:,Col03,Biological sample,,859
921,921,2021_12_24RG_Col04_Conditioning860,:,:,Col04,Biological sample,,860
922,922,2021_12_24RG_Col03_Conditioning861,:,:,Col03,Biological sample,,861
923,923,2021_12_24RG_Col04_Conditioning862,:,:,Col04,Biological sample,,862
924,924,2021_12_24RG_Col03_Conditioning863,:,:,Col03,Biological sample,,863
925,925,2021_12_24RG_Col04_Conditioning864,:,:,Col04,Biological sample,,864
926,926,2021_12_24RG_Col03_Conditioning865,:,:,Col03,Biological sample,,865
927,927,2021_12_24RG_Col04_Conditioning866,:,:,Col04,Biological sample,,866
928,928,2021_12_24RG_Col03_Conditioning867,:,:,Col03,Biological sample,,867
929,929,2021_12_24RG_Col04_Conditioning868,:,:,Col04,Biological sample,,868
930,930,2021_12_24RG_Col03_Conditioning869,:,:,Col03,Biological sample,,869
931,931,2021_12_24RG_Col04_Conditioning870,:,:,Col04,Biological sample,,870
932,932,2021_12_24RG_Col03_Conditioning871,:,:,Col03,Biological sample,,871
933,933,2021_12_24RG_Col04_Conditioning872,:,:,Col04,Biological sample,,872
934,934,2021_12_24RG_Col03_Conditioning873,:,:,Col03,Biological sample,,873
935,935,2021_12_24RG_Col04_Conditioning874,:,:,Col04,Biological sample,,874
936,936,2021_12_24RG_Col03_Conditioning875,:,:,Col03,Biological sample,,875
937,937,2021_12_24RG_Col04_Conditioning876,:,:,Col04,Biological sample,,876
938,938,2021_12_24RG_Col03_Conditioning877,:,:,Col03,Biological sample,,877
939,939,2021_12_24RG_Col04_Conditioning878,:,:,Col04,Biological sample,,878
940,940,2021_12_24RG_Col03_Conditioning879,:,:,Col03,Biological sample,,879
941,941,2021_12_24RG_Col04_Conditioning880,:,:,Col04,Biological sample,,880
942,942,2021_12_24RG_Col03_Conditioning881,:,:,Col03,Biological sample,,881
943,943,2021_12_24RG_Col04_Conditioning882,:,:,Col04,Biological sample,,882
944,944,2021_12_24RG_Col03_Conditioning883,:,:,Col03,Biological sample,,883
945,945,2021_12_24RG_Col04_Conditioning884,:,:,Col04,Biological sample,,884
946,946,2021_12_24RG_Col03_Conditioning885,:,:,Col03,Biological sample,,885
947,947,2021_12_24RG_Col04_Conditioning886,:,:,Col04,Biological sample,,886
948,948,2021_12_24RG_Col03_Conditioning887,:,:,Col03,Biological sample,,887
949,949,2021_12_24RG_Col04_Conditioning888,:,:,Col04,Biological sample,,888
950,950,2021_12_24RG_Col03_Conditioning889,:,:,Col03,Biological sample,,889
951,951,2021_12_24RG_Col04_Conditioning890,:,:,Col04,Biological sample,,890
952,952,2021_12_24RG_Col03_Conditioning891,:,:,Col03,Biological sample,,891
953,953,2021_12_24RG_Col04_Conditioning892,:,:,Col04,Biological sample,,892
954,954,2021_12_24RG_Col03_Conditioning893,:,:,Col03,Biological sample,,893
955,955,2021_12_24RG_Col04_Conditioning894,:,:,Col04,Biological sample,,894
956,956,2021_12_24RG_Col03_Conditioning895,:,:,Col03,Biological sample,,895
957,957,2021_12_24RG_Col04_Conditioning896,:,:,Col04,Biological sample,,896
958,958,2021_12_24RG_Col03_Conditioning897,:,:,Col03,Biological sample,,897
959,959,2021_12_24RG_Col04_Conditioning898,:,:,Col04,Biological sample,,898
960,960,2021_12_24RG_Col03_Conditioning899,:,:,Col03,Biological sample,,899
961,961,2021_12_24RG_Col04_Conditioning900,:,:,Col04,Biological sample,,900
962,962,2021_12_24RG_Col03_Conditioning901,:,:,Col03,Biological sample,,901
963,963,2021_12_24RG_Col04_Conditioning902,:,:,Col04,Biological sample,,902
964,964,2021_12_24RG_Col03_Conditioning903,:,:,Col03,Biological sample,,903
965,965,2021_12_24RG_Col04_Conditioning904,:,:,Col04,Biological sample,,904
966,966,2021_12_24RG_Col03_Conditioning905,:,:,Col03,Biological sample,,905
967,967,2021_12_24RG_Col04_Conditioning906,:,:,Col04,Biological sample,,906
968,968,2021_12_24RG_Col03_Conditioning907,:,:,Col03,Biological sample,,907
969,969,2021_12_24RG_Col04_Conditioning908,:,:,Col04,Biological sample,,908
970,970,2021_12_24RG_Col03_Conditioning909,:,:,Col03,Biological sample,,909
971,971,2021_12_24RG_Col04_Conditioning910,:,:,Col04,Biological sample,,910
972,972,2021_12_24RG_Col03_Conditioning911,:,:,Col03,Biological sample,,911
973,973,2021_12_24RG_Col04_Conditioning912,:,:,Col04,Biological sample,,912
974,974,2021_12_24RG_Col03_Conditioning913,:,:,Col03,Biological sample,,913
975,975,2021_12_24RG_Col04_Conditioning914,:,:,Col04,Biological sample,,914
976,976,2021_12_24RG_Col03_Conditioning915,:,:,Col03,Biological sample,,915
977,977,2021_12_24RG_Col04_Conditioning916,:,:,Col04,Biological sample,,916
978,978,2021_12_24RG_Col03_Conditioning917,:,:,Col03,Biological sample,,917
979,979,2021_12_24RG_Col04_Conditioning918,:,:,Col04,Biological sample,,918
980,980,2021_12_24RG_Col03_Conditioning919,:,:,Col03,Biological sample,,919
981,981,2021_12_24RG_Col04_Conditioning920,:,:,Col04,Biological sample,,920
982,982,2021_12_24RG_Col03_Conditioning921,:,:,Col03,Biological sample,,921
983,983,2021_12_24RG_Col04_Conditioning922,:,:,Col04,Biological sample,,922
984,984,2021_12_24RG_Col03_Conditioning923,:,:,Col03,Biological sample,,923
985,985,2021_12_24RG_Col04_Conditioning924,:,:,Col04,Biological sample,,924
986,986,2021_12_24RG_Col03_Conditioning925,:,:,Col03,Biological sample,,925
987,987,2021_12_24RG_Col04_Conditioning926,:,:,Col04,Biological sample,,926
988,988,2021_12_24RG_Col03_Conditioning927,:,:,Col03,Biological sample,,927
989,989,2021_12_24RG_Col04_Conditioning928,:,:,Col04,Biological sample,,928
990,990,2021_12_24RG_Col03_Conditioning929,:,:,Col03,Biological sample,,929
991,991,2021_12_24RG_Col04_Conditioning930,:,:,Col04,Biological sample,,930
992,992,2021_12_24RG_Col03_Conditioning931,:,:,Col03,Biological sample,,931
993,993,2021_12_24RG_Col04_Conditioning932,:,:,Col04,Biological sample,,932
994,994,2021_12_24RG_Col03_Conditioning933,:,:,Col03,Biological sample,,933
995,995,2021_12_24RG_Col04_Conditioning934,:,:,Col04,Biological sample,,934
996,996,2021_12_24RG_Col03_Conditioning935,:,:,Col03,Biological sample,,935
997,997,2021_12_24RG_Col04_Conditioning936,:,:,Col04,Biological sample,,936
998,998,2021_12_24RG_Col03_Conditioning937,:,:,Col03,Biological sample,,937
999,999,2021_12_24RG_Col04_Conditioning938,:,:,Col04,Biological sample,,938
1000,1000,2021_12_24RG_Col03_Conditioning939,:,:,Col03,Biological sample,,939
1001,1001,2021_12_24RG_Col04_Conditioning940,:,:,Col04,Biological sample,,940
